5.630624999999999;243;0;363;81;ellie_sattler
5.672333333333333;255;0;376;93;ellie_sattler
5.714041666666667;255;0;376;93;ellie_sattler
5.75575;255;0;376;93;ellie_sattler
5.797458333333333;255;0;376;105;ellie_sattler
5.839166666666666;255;0;376;105;ellie_sattler
5.880875;255;0;376;105;ellie_sattler
5.922583333333333;255;0;376;117;ellie_sattler
5.964291666666666;255;0;376;117;ellie_sattler
6.005999999999999;255;0;376;117;ellie_sattler
6.047708333333333;255;0;376;117;ellie_sattler
6.089416666666666;255;9;376;130;ellie_sattler
6.131125;255;9;376;130;ellie_sattler
6.172833333333333;255;9;376;130;ellie_sattler
6.214541666666666;251;0;396;141;ellie_sattler
6.25625;255;21;376;142;ellie_sattler
6.297958333333333;255;21;376;142;ellie_sattler
6.339666666666666;251;11;396;156;ellie_sattler
6.381374999999999;255;34;376;154;ellie_sattler
6.423083333333333;255;34;376;154;ellie_sattler
6.464791666666666;267;34;388;154;ellie_sattler
6.5065;267;34;388;154;ellie_sattler
6.548208333333333;267;34;388;154;ellie_sattler
6.589916666666666;267;34;388;154;ellie_sattler
6.631625;251;26;396;171;ellie_sattler
6.673333333333333;251;26;396;171;ellie_sattler
6.715041666666666;251;26;396;171;ellie_sattler
6.756749999999999;267;46;388;167;ellie_sattler
6.798458333333333;267;46;388;167;ellie_sattler
6.840166666666666;267;46;388;167;ellie_sattler
6.881874999999999;267;46;388;167;ellie_sattler
6.923583333333333;267;46;388;167;ellie_sattler
6.965291666666666;267;46;388;167;ellie_sattler
7.007;255;46;376;167;ellie_sattler
7.048708333333333;255;46;376;167;ellie_sattler
7.090416666666666;255;46;376;167;ellie_sattler
7.132124999999999;236;26;381;171;ellie_sattler
7.173833333333333;236;26;381;171;ellie_sattler
7.215541666666666;255;34;376;154;ellie_sattler
7.257249999999999;255;34;376;154;ellie_sattler
7.298958333333333;255;34;376;154;ellie_sattler
7.3406666666666665;255;34;376;154;ellie_sattler
7.382375;255;34;376;154;ellie_sattler
7.424083333333333;243;46;363;167;ellie_sattler
7.465791666666666;243;46;363;167;ellie_sattler
7.507499999999999;243;46;363;167;ellie_sattler
7.549208333333333;243;46;363;167;ellie_sattler
7.590916666666666;243;46;363;167;ellie_sattler
7.632624999999999;243;46;363;167;ellie_sattler
7.674333333333333;255;46;376;167;ellie_sattler
7.7160416666666665;243;58;363;179;ellie_sattler
7.75775;243;58;363;179;ellie_sattler
7.799458333333333;243;58;363;179;ellie_sattler
7.841166666666666;243;58;363;179;ellie_sattler
7.882874999999999;243;58;363;179;ellie_sattler
7.924583333333333;236;40;381;186;ellie_sattler
7.966291666666666;243;70;363;191;ellie_sattler
8.008;243;70;363;191;ellie_sattler
8.049708333333333;243;70;363;191;ellie_sattler
8.091416666666666;221;55;366;200;ellie_sattler
8.133125;236;55;381;200;ellie_sattler
8.174833333333332;236;55;381;200;ellie_sattler
8.216541666666666;236;55;381;200;ellie_sattler
8.258249999999999;255;70;376;191;ellie_sattler
8.299958333333333;255;70;376;191;ellie_sattler
8.341666666666667;255;70;376;191;ellie_sattler
8.383375;236;69;381;215;ellie_sattler
8.425083333333333;255;70;376;191;ellie_sattler
18.893874999999998;399;52;469;122;Unknown
18.935583333333334;399;52;469;122;Unknown
18.977291666666666;399;52;469;122;Unknown
19.019;399;52;469;122;Unknown
19.06070833333333;399;52;469;122;Unknown
19.102416666666667;399;52;469;122;Unknown
19.144125;399;45;469;115;Unknown
19.18583333333333;399;45;469;115;Unknown
19.227541666666664;399;45;469;115;Unknown
19.26925;406;45;476;115;Unknown
19.310958333333332;406;45;476;115;Unknown
19.352666666666664;408;47;467;106;Unknown
19.394375;408;47;467;106;Unknown
19.436083333333332;399;45;469;115;Unknown
19.477791666666665;391;38;461;108;Unknown
19.519499999999997;391;38;461;108;Unknown
19.561208333333333;391;38;461;108;Unknown
19.602916666666665;391;38;461;108;Unknown
19.644624999999998;391;38;461;108;Unknown
19.686333333333334;391;38;461;108;Unknown
19.728041666666666;391;38;461;108;Unknown
19.76975;391;38;461;108;Unknown
19.81145833333333;391;38;461;108;Unknown
19.853166666666667;381;27;465;110;Unknown
19.894875;391;38;461;108;Unknown
19.93658333333333;399;38;469;108;Unknown
19.978291666666664;399;38;469;108;Unknown
20.02;399;38;469;108;Unknown
20.061708333333332;389;27;473;110;Unknown
20.103416666666664;389;27;473;110;Unknown
20.145125;389;27;473;110;Unknown
20.186833333333333;399;38;469;108;Unknown
20.228541666666665;399;31;469;101;Unknown
20.270249999999997;381;27;465;110;Unknown
20.311958333333333;381;27;465;110;Unknown
